Application,Velocity_m_s,Acceleration_m_s2,Force_N,Mass_kg,Energy_J
Physics,0.9878,38.7972,2281.1692,1958.0394,7217008.4235
Physics,-252.6099,27.5251,4500.0146,2026.8026,1272432.2412
Physics,-197.0669,39.7484,1216.7576,2195.4254,4565475.1523
Physics,-166.6257,37.7815,382.1763,9566.9291,4048721.6334
Physics,80.2159,-19.26,-4362.3736,4723.8651,4951250.2091
Physics,-188.3491,-38.1061,-2346.9604,9261.7384,2468457.1131
Physics,-125.1513,18.88,-109.4758,10000.0,5520004.472
Physics,-251.1998,43.4,-8324.5915,5258.5587,8277491.9006
Physics,-277.4817,39.6676,3982.2021,605.5239,3329213.026
Physics,300.0,40.9811,8811.3008,8062.0468,9148762.0778
Physics,-66.5969,35.3352,9318.6925,6317.1319,3134715.114
Physics,-1.7717,-8.6399,6726.8568,535.4589,4990851.8481
Physics,-296.0226,42.3642,6103.461,4701.8573,6803750.5126
Physics,-211.7273,11.9569,-6571.1439,6855.8552,8296818.1374
Physics,56.8677,32.9391,-3202.4069,4637.4606,6714765.9543
Physics,-60.1687,-22.1589,5312.9146,5819.7105,8504414.773
Physics,71.3309,2.0583,-8971.5422,9141.0183,8350031.0727
Physics,-120.1525,-40.2925,-8180.524,1319.7556,2356590.3773
Physics,-13.9177,-34.5207,2764.4415,4483.797,4147446.0359
Physics,265.1459,30.6358,-1153.7143,308.6617,467052.1996
Physics,58.179,44.1131,3624.7981,4477.9622,2650035.7283
Physics,115.9728,1.6323,-4998.9135,2135.6562,140631.9362
Physics,263.7021,2.4614,-8168.0625,2101.5092,6624576.8233
Physics,104.3032,46.1491,7522.0386,2218.1676,7060331.8129
Physics,79.8509,35.7277,5777.418,7698.3644,7943471.2831
Physics,222.0123,-30.21,-663.689,4961.3817,1504536.2869
Physics,141.2816,-44.9104,7369.5263,4120.8569,3040389.1396
Physics,44.6456,44.3609,-5601.4487,0.001,6303685.0018
Physics,-158.7113,2.8404,-2788.6936,8356.6484,8466893.3464
Physics,-288.1419,17.4333,-4882.4193,69.0852,8522416.8122
Physics,-54.6018,4.1663,-8206.8739,7928.0875,4062267.3395
Physics,193.655,24.3687,3681.9134,7503.4861,2998013.3636
Physics,5.8262,37.4375,1452.745,1151.0574,4868461.9797
Physics,-255.124,49.9396,-1207.6154,6333.3992,1964114.189
Physics,-25.9706,-12.7196,6990.3515,241.8097,2459352.2268
Physics,51.7879,2.7776,-1097.6248,1877.7479,0.0
Physics,-153.7481,36.3533,-1505.8774,2482.5903,7597909.0252
Physics,-240.6573,-9.7478,3526.0103,9503.9517,9674014.6427
Physics,21.2908,-14.3867,-9174.0099,5780.904,1132156.1961
Physics,-230.8759,44.4154,-4331.362,95.453,1875411.0437
Physics,-281.441,23.3942,6878.7647,1010.2354,1952079.7704
Physics,127.2229,-1.4388,-7842.3431,1747.8466,5224333.3788
Physics,-2.1007,26.8089,6135.9419,8647.3498,3989997.66
Physics,-251.0606,-19.4237,3064.7314,6858.4062,917036.6972
Physics,53.6207,8.3889,6456.9289,5090.9204,113452.7158
Physics,-295.2977,23.3651,-8046.7885,8014.7911,3544341.7476
Physics,-108.9407,21.0284,4214.0666,4699.1448,4391611.6211
Physics,-196.7385,-30.9694,4943.8027,8029.594,6627616.3195
Physics,-76.3896,50.0,-8979.9886,2191.8102,9965428.4794
Physics,-295.0919,25.468,4196.97,9041.4791,4367155.1461
Physics,285.0187,23.863,71.9477,9723.9249,4918827.1935
Physics,-232.6257,10.7172,-9912.0547,6485.4035,7436254.8969
Physics,287.4429,-15.1463,2982.0584,6298.5183,4555479.3701
Physics,-17.172,-0.2003,-5488.7648,5605.2787,6004423.9179
Physics,-260.2803,-6.2641,9245.3958,4310.3452,3770978.155
Physics,226.175,-39.3949,9132.2611,1755.5959,9795991.0643
Physics,-38.3189,43.6836,-10000.0,2106.2852,2393457.5226
Physics,-206.6442,2.1894,-7540.9294,6886.2817,7519859.9375
Physics,-143.7062,-45.4677,-453.3406,4546.3423,895971.4246
Physics,-125.105,-6.068,2273.5835,2560.852,2712413.5762
Physics,84.916,-7.7849,2086.1473,885.6193,6843204.323
Physics,291.63,-38.4131,4013.239,9226.8114,2981554.1941
Physics,-169.9241,-31.5529,-6933.8117,7019.7465,3208146.4556
Physics,-163.9291,-42.5563,-3436.0846,1766.0283,1980142.7608
Physics,295.2941,-35.335,193.8535,7543.3812,891988.4719
Physics,-146.4371,-37.0056,-7136.3234,1264.5345,3401587.7757
Physics,-142.8988,38.2407,6392.1022,5871.1044,757830.62
Physics,294.1926,28.3135,5615.4395,6006.6668,9793743.8537
Physics,88.6279,38.2723,3930.7858,895.87,3139872.8021
Physics,-134.6369,-33.7522,-3557.9639,6684.4194,4927557.175
Physics,-154.1111,17.2743,1690.2522,5664.1651,2762270.459
Physics,-29.2473,40.1441,-9928.5771,7951.8566,2338994.189
Physics,-124.6311,47.6644,1795.9208,9230.6906,7136299.4969
Physics,-289.2476,-44.4261,-8770.8881,7164.2649,3896124.818
Physics,-259.6398,-12.6643,-5613.4996,2869.798,2115796.8657
Physics,3.2063,-16.8058,-3107.6087,3010.1275,2234157.4372
Physics,-132.7402,-30.6213,2399.9459,2948.4524,8858705.5884
Physics,275.196,-33.9969,-5307.1878,8420.8686,5659418.0537
Physics,111.5317,-12.1613,-7453.2171,4887.7888,6984026.839
Physics,298.4186,23.6842,488.5288,9784.1161,856644.9341
Physics,187.7941,22.9479,4800.4503,6599.1213,5707324.2257
Physics,-103.6774,6.6413,-1848.0007,6050.4505,1896841.9563
Physics,149.5721,30.607,7124.79,9383.1716,1394603.3699
Physics,-7.7594,20.6644,8422.0351,5495.3125,4726253.672
Physics,4.3395,28.2192,4793.7172,8198.775,5916377.8074
Physics,24.0884,47.2917,6191.0346,5193.1603,3821031.8525
Physics,98.7015,7.0218,769.4505,5972.7009,7237636.5749
Physics,-78.3795,25.7623,1785.9404,2602.2923,8185174.8988
Physics,143.7609,37.1844,-8660.2006,8632.9107,6068477.3956
Physics,-190.4578,42.2463,127.4148,2965.6434,7829425.3507
Physics,-66.0121,1.7453,885.3134,9541.7713,8023380.0476
Physics,111.8614,43.0324,621.1775,4056.5699,9683598.5268
Physics,206.0951,2.7904,-6207.83,4657.9164,5835248.1271
Physics,212.4814,21.4847,-2817.1739,4843.9451,1313874.7137
Physics,-78.9923,-13.5708,8893.9195,3706.7525,4099602.016
Physics,-40.5136,46.0075,7193.8062,5578.6305,7240731.3987
Physics,-146.1622,-29.4883,-1128.8598,6629.7677,8921791.3846
Physics,79.8735,-24.7794,-2062.3867,1841.3528,1880380.6259
Physics,-75.551,-21.8766,5803.3489,8364.9799,5602130.7988
Physics,265.3014,-6.383,-1967.6857,6538.6559,7151325.0396
Physics,-95.9246,27.5724,2012.2271,7571.5164,9875020.6187
Physics,101.3779,50.0,7769.0466,9638.2258,3848612.6157
Physics,92.3822,10.3737,-6112.3511,7590.8124,351096.3659
Physics,-7.8466,16.1054,5350.3377,6523.9561,9704008.975
Physics,-296.0843,1.034,9121.2429,2790.348,263792.9086
Physics,-104.9555,39.1323,-9769.1213,6070.9359,2396477.8102
Physics,137.1434,-15.0825,-9028.5554,771.1555,5282766.9116
Physics,-73.1564,-31.8762,3172.2072,6246.6699,706695.9277
Physics,-282.4918,-26.1218,-776.3625,4296.2647,9300544.8113
Physics,239.3488,32.7386,-5899.3398,6784.3926,5625062.9808
Physics,40.9949,-34.1561,204.1873,2906.4871,3329578.4667
Physics,-263.9489,1.0366,8000.0054,6326.3812,3844513.1024
Physics,-244.6891,-20.0863,424.6181,8009.881,148821.1038
Physics,-248.1691,-35.6376,8916.6018,686.3536,7927788.3097
Physics,285.445,7.7693,743.9215,6912.5771,4225495.3473
Physics,-146.481,39.3217,-5973.0066,9673.3146,5440.8642
Physics,144.3447,-19.2513,6540.932,8741.9504,7969485.9959
Physics,-204.3762,-38.6504,-2864.8541,1472.8258,9505095.8783
Physics,-137.9811,13.3095,1387.2604,4453.9218,6543333.7893
Physics,-290.7733,23.5212,-2229.8978,2093.1607,9706009.0368
Physics,210.5014,7.8418,-1666.9496,629.9266,5429613.7972
Physics,300.0,-36.6977,-6659.7367,7937.8395,1051644.5001
Physics,-78.6155,-50.0,2336.35,8157.522,9667794.8316
Physics,-189.7564,-44.0884,-4140.0607,6757.476,2880495.6847
Physics,-219.3499,40.4025,-2368.6425,1184.1451,7097931.2401
Physics,-141.6577,7.3461,-6241.9071,1093.8057,5297888.0512
Physics,-54.5729,-10.9937,-2771.0476,5866.5961,1611824.3078
Physics,135.4394,-32.1396,6062.6255,8722.3066,3875203.1929
Physics,109.5602,17.5994,10000.0,1771.0403,4179223.7211
Physics,5.5138,26.6475,-908.1137,6494.1407,7802794.53
Physics,-76.8399,27.046,5619.4175,5043.3757,2535034.4057
Physics,-1.169,-48.4878,8673.0298,2901.1786,9955118.3538
Physics,27.2315,29.9338,-4744.611,3823.6313,8280622.8969
Physics,56.6867,-36.2462,-7209.3241,4663.8694,6260655.6071
Physics,82.1561,29.9229,-5249.2327,1271.3455,5327274.9271
Physics,78.9057,-35.5995,7926.7744,1814.9301,7406044.543
Physics,-179.506,-31.216,-4167.4823,6182.7189,9491458.4956
Physics,-18.241,25.5544,743.8273,1390.7044,9765773.2618
Physics,-83.6695,11.9875,8828.1205,8221.8088,8446760.1387
Physics,43.0593,-44.9986,-337.0938,8567.4729,398654.9002
Physics,-20.8675,-34.1485,-2930.6342,1246.502,9370409.416
Physics,-176.3664,-25.2064,8910.4061,9363.242,7370284.369
Physics,107.7181,38.5895,-8366.1618,9972.8883,6275187.7088
Physics,-300.0,10.4869,3557.7227,659.4127,1899290.5945
Physics,-90.2189,-30.3671,-1277.0836,8.9627,1719524.6531
Physics,172.6798,-23.3777,5238.9072,9433.8896,4361360.7958
Physics,175.1596,-4.5275,-525.2041,1073.9274,7199590.7682
Physics,270.0449,-43.5694,6951.526,2646.337,7457980.8938
Physics,67.7872,-9.6696,-1375.2176,5024.3426,5771461.5273
Physics,9.4958,26.4746,-7300.8347,1515.8087,8151567.7108
Physics,83.5995,-11.4434,-2320.5478,4144.4466,5736415.2398
Physics,192.9663,29.1093,-7085.6583,9389.3219,4445763.6435
Physics,55.6928,12.7728,-8766.2556,8983.0829,3648710.307
Physics,146.794,-8.9554,-5324.2498,1556.1404,2752897.036
Physics,-101.1773,42.4836,-1340.2644,9428.2919,8091666.2791
Physics,-101.485,-8.5778,-7919.5398,7386.9385,2169478.156
Physics,-256.2425,22.0916,4237.1891,9410.4179,9095484.2999
Physics,-137.1453,32.7348,2958.552,2031.7257,2779726.2944
Physics,7.5683,41.3239,5692.1367,263.9097,4398400.1778
Physics,93.981,-20.8788,-5099.4031,4257.5369,1385424.944
Physics,43.0399,-30.5479,-2619.3844,9829.7535,807877.8663
Physics,135.0437,-3.6262,3628.5473,4423.1339,1629974.281
Physics,-27.9913,37.5309,-1136.2023,6904.4941,7154682.4458
Physics,-6.131,-17.3818,-2974.6581,5185.4868,7171494.9315
Physics,-15.1653,-22.359,-2986.4918,8746.606,7210091.9564
Physics,56.3442,-47.7293,-168.1884,8539.6248,8681723.3969
Physics,-95.6813,22.2398,-2191.1754,9949.3691,2059735.8268
Physics,61.2887,21.1007,559.0269,6151.0525,2713062.8779
Physics,-44.346,33.0009,9626.599,5620.2741,9346415.8828
Physics,73.9461,0.7807,-585.2797,468.398,1022934.0113
Physics,-103.1075,39.4317,5910.3438,2745.8054,2892197.3377
