Application,Calories_kcal,Fat_g,Protein_g,Carbs_g,ShelfLife_days
Food_Industry,736.4019,59.8101,133.789,41.9261,34
Food_Industry,1367.5061,26.2587,147.5781,225.2993,584
Food_Industry,776.4022,82.8512,2.9522,82.3788,211
Food_Industry,1082.6943,86.9246,78.8298,230.4385,711
Food_Industry,755.5664,66.6396,124.2525,285.5644,659
Food_Industry,892.3592,8.4862,194.6652,269.5687,235
Food_Industry,215.0132,32.8128,144.8664,291.6022,130
Food_Industry,143.887,50.2465,85.2905,68.3246,371
Food_Industry,1438.9157,87.189,128.201,283.7789,338
Food_Industry,1500.0,28.4212,90.5877,69.771,259
Food_Industry,1430.5574,29.6093,129.0033,17.2669,115
Food_Industry,1111.8747,10.6235,182.713,59.1508,516
Food_Industry,799.1573,66.3889,177.689,1.6746,503
Food_Industry,231.8213,57.1255,177.0735,0.0,250
Food_Industry,77.2163,94.3217,83.7523,192.4373,219
Food_Industry,1240.2413,100.0,81.6699,8.7542,373
Food_Industry,355.4639,7.6887,73.8874,84.1178,111
Food_Industry,492.5834,26.7739,160.2648,122.452,318
Food_Industry,1052.3401,22.2539,0.0,54.4166,129
Food_Industry,388.6725,58.2828,118.717,284.8297,31
Food_Industry,1491.0623,24.0612,71.0192,89.1839,522
Food_Industry,107.6649,91.6763,162.3247,1.9986,401
Food_Industry,84.5364,62.9982,126.29,122.9092,51
Food_Industry,1251.5052,48.3234,149.5131,38.4244,637
Food_Industry,1331.5484,66.3191,195.0428,259.7895,396
Food_Industry,1500.0,100.0,33.3209,159.6032,340
Food_Industry,50.0,45.9534,107.602,20.7257,68
Food_Industry,438.0882,34.9097,8.7744,109.0046,522
Food_Industry,864.9473,34.2861,85.5452,114.6678,476
Food_Industry,1232.3674,27.0193,151.8756,231.9011,449
Food_Industry,1453.1655,46.5603,183.3522,289.7128,512
Food_Industry,1442.8999,67.2003,117.9276,89.2255,347
Food_Industry,1197.4128,95.0556,21.013,59.5562,472
Food_Industry,1072.0547,34.5429,176.84,227.0836,555
Food_Industry,1453.3911,41.1371,166.9764,161.0308,674
Food_Industry,1448.8393,94.8576,68.9179,213.4964,340
