Application,Voltage_V,Current_A,Power_kW,Frequency_Hz,Efficiency_pct
Energy,474.3427,778.8107,4768.4611,63.3253,28.0813
Energy,746.0495,2000.0,4549.4745,58.077,19.8817
Energy,593.8863,899.1156,1437.0263,59.451,24.1615
Energy,696.0802,1878.1671,1128.0955,58.9583,69.3637
Energy,562.697,456.3793,4691.4556,55.3898,44.0948
Energy,765.0,330.5602,2290.6741,60.3309,12.9441
Energy,454.795,1289.1226,1895.037,54.2381,94.2013
Energy,503.0559,1095.2002,489.1617,61.4359,28.3104
Energy,196.2335,1060.9398,724.4131,59.8604,10.0
Energy,735.1568,1962.6947,3612.2579,55.5247,42.9351
Energy,319.9991,44.868,1154.8876,55.8529,27.6683
Energy,530.724,951.6344,749.6858,58.3984,42.4661
Energy,354.9247,556.0554,1537.1429,51.3403,94.0723
Energy,690.1503,877.5149,4378.0975,56.183,64.7841
Energy,182.8608,1820.7783,2992.8824,63.1863,67.3887
Energy,700.754,1654.9618,3919.0594,51.3531,92.0687
Energy,502.8007,418.0179,3375.8899,58.248,19.3322
Energy,727.3805,1451.7194,4893.7401,45.8985,18.2861
Energy,439.2242,1181.5931,3505.0366,47.3357,86.0486
Energy,416.2101,749.6163,519.3954,62.9424,25.7891
Energy,332.9618,694.6647,841.258,62.9792,72.111
Energy,345.1275,1245.6047,3699.1446,55.7841,28.0989
Energy,193.8796,993.9489,1124.5144,57.1302,52.5229
Energy,327.4067,1046.2826,4145.8503,52.8448,42.1391
Energy,518.3615,1522.0506,4520.1479,57.5108,18.3467
Energy,173.269,1982.2246,2097.7371,62.2047,69.164
Energy,233.8673,825.6481,1816.4852,47.5903,86.868
Energy,663.6686,885.5774,376.3563,55.0061,17.8462
Energy,156.8124,1687.8726,4852.1538,62.7785,38.9787
Energy,272.6767,211.6266,2560.6162,45.3642,14.082
Energy,132.3069,1620.6065,3524.146,49.4809,31.424
Energy,549.8532,840.4001,802.7246,54.8451,33.6726
Energy,677.9462,814.2506,2795.5618,57.9428,86.1491
Energy,669.6651,596.0615,3844.9533,58.6768,76.717
Energy,704.9477,158.1974,2919.2463,48.3225,87.2751
Energy,371.3541,1466.7645,1849.7863,56.7892,17.4695
Energy,470.9673,1801.6445,3094.1691,52.5623,20.1761
Energy,555.0251,994.085,5000.0,52.1505,37.3098
Energy,716.1391,363.1636,3301.1356,45.944,78.7428
Energy,646.7076,577.1847,2476.1171,46.9452,10.0
Energy,421.2583,106.4701,4042.2356,61.7062,23.6898
Energy,450.3998,1742.0694,2567.8829,53.3816,56.9813
Energy,334.3502,1074.1437,2251.0262,59.6315,14.3673
Energy,122.9997,1976.5192,2928.0538,61.4846,18.0994
Energy,203.2145,1523.5351,1481.2672,60.7191,37.1723
Energy,333.9993,1420.6077,492.7919,64.2303,29.7174
Energy,531.6673,875.8559,2000.5896,49.4777,43.138
Energy,579.9483,643.0161,3529.162,46.1015,76.8273
Energy,691.4504,558.8403,2425.0349,55.5802,31.1072
Energy,470.2497,1964.9381,4154.8127,64.3066,63.7477
Energy,370.9886,489.6063,945.5464,48.5764,89.6988
Energy,561.5233,231.075,1272.2571,56.0288,37.4347
Energy,388.242,950.3337,3278.3013,53.3987,14.2042
Energy,165.8632,1029.6598,4106.0885,56.6868,67.8472
Energy,130.6899,371.3269,3611.3424,53.5677,73.7828
Energy,568.3433,667.6092,2201.8372,63.9996,55.2163
Energy,697.9654,550.2906,4534.0356,61.2625,46.7602
Energy,562.2637,1425.0246,3224.6529,60.7174,78.924
Energy,121.0547,888.3533,4237.3151,52.2674,45.2094
Energy,245.6537,1612.9112,4571.134,59.6741,10.2972
Energy,718.5663,263.9152,2577.2953,55.0975,88.2551
Energy,565.3429,642.555,2859.5795,62.0686,31.2408
