Application,Altitude_m,Speed_m_s,Fuel_kg,Payload_kg,Thrust_N
Aerospace,7321.9158,513.2108,39958.3225,48988.3267,174413.0625
Aerospace,17414.8131,348.9604,23322.2775,28495.6253,917632.9296
Aerospace,123.304,851.3976,78356.6982,21311.8852,752365.3779
Aerospace,2095.7015,495.9634,41026.0223,19158.1399,134822.4635
Aerospace,5085.6445,97.3596,41046.8497,32269.9067,850198.8397
Aerospace,11820.9827,455.8165,63225.7225,2692.9229,356282.3812
Aerospace,14393.7538,977.1226,85493.6938,36574.5131,543620.7388
Aerospace,11765.9522,451.3578,79905.6623,16513.5048,847765.825
Aerospace,152.2358,758.7719,36246.0193,6319.0317,335978.3829
Aerospace,14181.2986,794.6107,72911.6093,46499.581,534557.1895
Aerospace,13087.2815,14.8629,89391.6592,32771.3546,885538.9117
Aerospace,4814.9791,449.5407,100000.0,27657.8841,710213.5755
Aerospace,3602.6637,154.0577,60300.8817,21743.5499,737295.9045
Aerospace,6854.4809,548.1546,49068.7736,38986.8144,6955.453
Aerospace,978.4608,330.3712,17367.7993,34395.9049,125852.4678
Aerospace,3597.602,524.1831,96203.3414,45558.0178,768034.2928
Aerospace,4743.5844,146.3437,24973.2272,0.0,924940.1537
Aerospace,9380.628,162.5918,6406.158,49282.484,867398.3776
Aerospace,4097.237,495.4498,74503.1125,10270.0186,177110.164
Aerospace,20000.0,842.4892,79385.5442,17674.1785,525973.7153
Aerospace,14415.9053,908.6248,94256.3014,25913.6264,349580.2024
Aerospace,395.9943,962.7496,96318.3241,47325.6669,518327.7819
Aerospace,5044.639,105.1362,76325.1102,24201.6514,374853.4917
Aerospace,18090.5282,212.2497,49100.8211,13421.7581,864645.306
Aerospace,595.5329,42.0441,34169.5251,8922.7109,607133.4811
Aerospace,13422.5686,262.6097,2587.6887,39596.6297,70059.8553
Aerospace,13272.9794,708.743,47436.9278,26057.1226,903463.8275
Aerospace,15163.67,363.9657,69254.7244,46260.1899,324768.6061
Aerospace,12243.9807,804.1753,83005.3846,11219.5564,483701.9353
Aerospace,15718.128,132.2113,46325.8815,2849.2419,22314.822
Aerospace,16722.2998,702.0493,87201.8648,5436.7224,226303.7028
Aerospace,0.0,498.8994,11343.7699,48353.4286,114896.9903
Aerospace,14989.7169,39.1961,20796.9941,17688.662,864223.6592
Aerospace,13190.2122,492.0733,9431.3966,23516.6307,771640.4635
Aerospace,16116.2794,70.1598,72378.4866,15797.7249,355562.186
Aerospace,11113.795,495.2992,10826.872,37324.454,347527.5344
Aerospace,7649.9518,651.254,71842.5929,47923.0627,259276.8819
Aerospace,3451.9517,0.0,84412.9863,45560.1212,43248.4301
Aerospace,13501.7659,376.1688,99931.1363,13305.9685,361469.2246
Aerospace,18188.4478,567.8201,93489.1583,50000.0,636656.5772
Aerospace,1647.1932,942.2363,64222.9259,22040.461,562564.6406
Aerospace,7530.1106,436.2414,5296.2545,23534.4158,879904.5605
Aerospace,18556.3619,477.8108,8109.8239,25471.4462,201064.4727
Aerospace,13503.4595,661.4243,56581.2762,12164.7668,234626.5583
Aerospace,13148.5498,805.5117,56981.1531,19812.6105,39449.0583
Aerospace,17445.6811,135.1157,27462.8073,41265.5211,859366.929
Aerospace,11027.4367,320.0533,10670.6788,44977.2572,460905.9235
Aerospace,10215.1616,799.5772,9676.7763,48276.7976,472919.4561
Aerospace,20000.0,356.9262,39528.552,46753.0101,476166.7908
Aerospace,11254.2948,463.3294,61158.0076,8120.7713,995068.5417
Aerospace,17916.2471,533.8001,1981.8832,19830.2663,145971.2716
Aerospace,14838.3955,343.9213,56132.7355,12036.6514,833746.3804
Aerospace,10422.5816,784.0327,54279.1649,32549.5501,87299.5329
Aerospace,10710.8257,343.1165,85464.1318,48318.5998,972571.1483
Aerospace,12915.5727,685.1072,2382.1306,6362.7936,500160.4246
Aerospace,15798.8341,382.4657,38749.3536,18846.4838,231140.7749
Aerospace,9262.3058,877.5925,43036.228,6840.3746,263948.6105
Aerospace,14881.7338,344.1247,82600.3016,27326.7304,805464.3325
Aerospace,16243.8207,168.8783,12181.7471,36174.9535,494746.9639
Aerospace,12977.4486,435.712,5128.2755,44433.0385,119870.3991
Aerospace,1559.7996,942.1632,91336.1459,23945.2339,409380.7196
Aerospace,16334.7564,855.8931,70021.2188,18403.0483,581829.0281
Aerospace,6493.8578,200.8118,11727.3191,38079.5758,496846.6547
Aerospace,3932.6031,488.5133,37657.937,48943.2854,957188.0122
Aerospace,11710.4363,919.7603,7943.9484,29855.261,547611.8181
Aerospace,13225.9979,634.3931,65043.1927,48714.2529,404212.2887
Aerospace,7594.5563,650.3791,97242.161,39791.2554,801276.9986
Aerospace,12504.3359,528.9924,93633.0175,50000.0,850503.4107
Aerospace,9814.4157,97.9982,16928.392,43733.6805,444538.9449
Aerospace,13712.696,189.2835,47209.2986,33875.9048,222439.2194
Aerospace,9969.0785,133.4997,14059.5279,15437.262,123406.7503
Aerospace,1399.952,927.8642,78844.3723,22079.5769,56995.7422
Aerospace,374.9496,827.1203,31098.9871,33751.8126,216750.4266
Aerospace,9140.9563,415.8476,67180.3271,0.0,332041.1613
Aerospace,1874.5274,939.8639,60620.6027,18353.5861,323412.3372
Aerospace,1950.5847,991.9742,78841.8093,49252.3415,727577.9785
Aerospace,11292.1216,231.1839,10163.8001,8074.516,671642.7853
Aerospace,16731.2745,218.7177,74645.6692,44056.9026,392363.6586
Aerospace,13370.4432,125.2652,56816.2741,41602.863,107816.8302
Aerospace,12536.0109,212.4705,99251.4149,43956.4427,208927.106
Aerospace,17393.8242,670.2389,59135.8272,2138.1455,683097.5842
Aerospace,14408.1124,713.1528,39372.9296,27426.1857,580310.9555
Aerospace,10149.6907,109.6033,76011.0466,35029.4678,668643.3801
Aerospace,17201.6295,385.8339,43325.1602,41978.3147,340330.418
Aerospace,7328.1933,880.8659,48538.5998,25427.0446,50779.5688
Aerospace,6401.6375,601.0329,98247.556,36290.4495,306553.927
Aerospace,17799.256,448.7386,64763.0631,48972.1625,57820.9646
Aerospace,510.1105,120.941,19230.239,45066.179,182318.554
Aerospace,7063.2376,58.7123,28685.0088,48180.8762,219404.1055
Aerospace,6493.2692,152.0021,18437.8156,27254.549,865442.9109
Aerospace,7120.3285,474.2512,96090.3043,36460.9031,508793.7369
Aerospace,6614.1532,317.2221,40916.8402,29379.523,727090.7372
Aerospace,3609.0194,943.3559,77978.7809,39619.43,116078.8688
Aerospace,8839.1945,396.1109,85165.0833,31432.9688,395533.7239
Aerospace,7934.6304,295.8609,52478.9076,17979.0548,794425.3502
Aerospace,11470.6404,628.1144,55198.9606,9739.5431,367295.0198
Aerospace,10566.4729,701.1487,44426.0687,25297.7051,562230.0316
Aerospace,5230.7062,856.625,22613.1536,7616.7465,127447.4905
Aerospace,6070.8322,803.8545,27477.2645,48591.9123,836921.8821
Aerospace,9350.52,763.1604,80285.876,19687.9412,784314.2826
Aerospace,14394.6903,186.4696,42166.3645,9762.9176,414172.145
Aerospace,14505.7673,250.9244,64030.8132,46569.2077,969158.6857
Aerospace,11457.0399,185.8914,83519.3669,15786.7186,400395.0492
Aerospace,16522.2473,304.7177,18336.5105,45109.0203,578970.6171
Aerospace,16182.55,834.0822,88752.9446,29078.2605,542162.9877
Aerospace,17805.9201,504.4614,82635.5445,32642.5191,270208.6162
Aerospace,12046.8274,564.1435,37365.1666,33624.5065,459469.7171
Aerospace,15242.6932,703.7592,66203.6131,5963.6969,493674.1466
Aerospace,9148.4787,432.1967,43625.9494,25062.6343,406188.4944
Aerospace,13422.3272,125.1448,67799.7559,15074.0221,295056.6662
Aerospace,19164.7401,324.2512,80650.2576,20991.6257,699460.6621
Aerospace,17976.3422,577.2374,43001.174,22809.3781,115471.1453
Aerospace,10513.666,603.4469,22348.3963,12704.9717,707177.5363
Aerospace,17201.9398,180.5278,58990.4525,33751.2305,877604.8324
Aerospace,193.326,763.6499,87159.7674,19160.1073,850269.3991
Aerospace,2175.3064,124.9315,62184.2492,30320.5712,400475.5983
Aerospace,19723.0453,34.1426,100000.0,41646.4815,199640.1464
Aerospace,7573.5714,61.9712,56171.1816,10037.0717,839115.2231
Aerospace,8479.3275,264.4864,78865.2172,13362.6267,471088.372
Aerospace,2016.3307,901.7201,31608.9371,28666.9513,342758.8133
Aerospace,7701.9137,735.3514,1787.1263,36060.2313,889069.9368
Aerospace,15994.7081,195.4733,8629.8338,36665.8937,116677.7659
Aerospace,9040.4836,335.7616,27528.2489,29890.3595,188702.8267
Aerospace,2760.1812,94.0034,96961.9944,4943.7628,441247.6229
Aerospace,18432.2235,792.9658,81538.3959,45091.4464,432006.0008
Aerospace,16751.6134,322.3505,10032.5544,45849.4989,173703.9693
Aerospace,6812.6669,195.0121,12896.56,39080.2171,284908.1367
Aerospace,10587.4013,901.0416,89705.3663,23032.9881,393166.6571
Aerospace,14663.9755,454.2611,13284.0873,23461.1587,721220.0071
Aerospace,16647.6802,951.8947,73883.6498,4084.5783,992602.3033
Aerospace,19734.4223,382.209,77965.0951,46912.068,942836.3637
Aerospace,14713.254,659.1901,43853.2918,43264.0435,664527.5114
Aerospace,2568.6723,155.1385,48675.8403,43451.8083,306781.5694
Aerospace,6257.0896,828.1129,18781.7187,27845.1598,598304.5475
Aerospace,10371.4618,776.6389,73025.0975,22476.0521,432902.6061
Aerospace,4722.8173,558.4519,19896.6597,29445.5565,30890.503
Aerospace,10864.1886,83.0063,42399.2392,5328.2021,302415.0498
Aerospace,15814.2359,146.4451,48633.9151,18056.7468,362610.1466
Aerospace,11017.2674,788.9915,76998.3078,9842.1141,149646.2572
Aerospace,19439.7761,258.5246,86545.0162,40370.9721,59285.8161
Aerospace,17919.2161,553.5251,72815.0836,10959.9552,436316.6993
Aerospace,12917.2382,130.725,15715.3625,48110.0963,3737.7048
Aerospace,15263.144,344.8802,31540.8934,35496.9464,881120.2046
Aerospace,7239.0534,733.2033,80256.7223,3320.7747,75402.2472
Aerospace,7488.7778,216.968,11125.4998,27544.9806,728244.0445
Aerospace,0.0,475.7916,45144.3,11477.2661,538573.1601
Aerospace,17526.4799,723.0042,80659.2063,23387.8233,846622.5964
Aerospace,20000.0,859.6235,36242.5615,10335.5311,296256.4904
Aerospace,6821.33,923.2838,9969.5454,48907.397,843408.6197
Aerospace,1742.3494,310.9022,30251.9049,20518.603,931544.6178
Aerospace,10903.9469,210.1542,86230.6688,48594.0929,318652.8857
Aerospace,8216.8494,832.737,8865.8697,15738.0381,32512.8221
Aerospace,3089.7907,37.4723,47315.5991,16749.6355,841221.6716
Aerospace,12703.7984,697.8388,6973.9384,23491.6342,242714.2663
Aerospace,14654.0625,769.9877,34827.657,38799.5309,463920.388
Aerospace,4431.6422,447.124,64867.6098,49830.0657,545305.1358
Aerospace,16609.8063,887.3511,95824.1739,35311.9966,765691.2321
Aerospace,8279.246,254.9913,72283.6327,35773.057,448183.5301
Aerospace,6771.7718,743.2734,99880.3418,5153.406,700646.5717
Aerospace,782.8947,760.6961,45574.9904,7616.8436,577043.1939
Aerospace,3888.485,796.6082,64910.8409,2376.085,277143.281
Aerospace,18240.942,304.7273,55395.4461,24186.2803,415839.0738
Aerospace,10211.1756,148.566,29659.7664,24015.4776,612578.0042
Aerospace,20000.0,878.7441,65402.9552,23685.4838,765729.6535
Aerospace,12718.5669,312.777,92448.7618,16206.749,222366.2146
Aerospace,1177.6099,56.1951,72258.3656,18379.0958,78036.451
Aerospace,13053.14,271.7383,51390.047,50000.0,719348.1515
Aerospace,2670.358,615.2927,87049.7542,4867.7772,224282.2869
Aerospace,16727.2818,198.6294,87211.6309,35856.1305,883052.1649
Aerospace,16142.3473,123.7617,75425.8202,46956.7729,401060.0137
Aerospace,5092.5685,311.1216,64705.7877,30430.7319,792820.3362
Aerospace,15172.8229,600.64,87699.3713,40413.4235,264728.0432
Aerospace,14856.39,93.8978,43368.9786,6996.4534,611753.1761
Aerospace,6632.95,330.3806,8365.0639,16212.4012,206673.0313
Aerospace,11849.2838,610.8341,19264.6091,11567.3387,442932.5652
Aerospace,550.0396,210.3192,81975.6748,35784.6482,728527.2434
Aerospace,7014.7807,176.0601,30054.2998,38206.0554,805573.5583
Aerospace,2768.054,536.1798,82840.2848,50000.0,619643.3941
Aerospace,3189.6044,763.6759,49735.8211,29561.5117,588452.2386
Aerospace,13242.8664,59.5028,48487.4906,31866.669,227501.3923
Aerospace,826.8848,714.7497,7557.07,37266.076,25744.5577
Aerospace,2306.484,99.3976,48423.0943,47857.1739,235793.1628
Aerospace,11301.0484,801.9851,13329.9025,39368.1297,182516.2909
Aerospace,17477.3305,353.0248,88738.151,23221.5502,762440.9399
Aerospace,12396.1394,526.0728,30126.1696,41379.6862,7072.2593
Aerospace,5030.5209,393.7831,30542.0393,17623.8244,494106.7504
Aerospace,16845.069,275.5481,39438.924,15877.8327,339570.0889
Aerospace,9906.948,801.275,16334.859,36440.0958,240560.2658
Aerospace,1988.2938,663.3546,21500.2417,37127.0689,737642.7021
