Application,Ore_Quality_pct,Depth_m,Pressure_bar,Temperature_C,Output_tonnes
Mining,92.3062,423.6717,436.9238,137.9724,8172.4859
Mining,88.733,971.1636,300.389,168.1167,6700.1125
Mining,49.0258,635.6641,214.7799,72.3989,1501.1482
Mining,35.8667,1753.6426,130.8201,129.7298,3961.6984
Mining,83.9135,1455.7715,171.6674,24.3509,5817.9653
Mining,77.5233,600.9939,25.3625,185.1738,9679.6977
Mining,18.8684,1650.4654,182.8415,62.6577,579.7163
Mining,0.2719,144.9797,65.0916,8.0942,5800.3382
Mining,63.8113,1471.7943,351.2821,59.1964,1233.4001
Mining,92.257,453.3897,95.0979,17.6632,8682.8297
Mining,25.069,476.4131,173.6761,48.7075,5286.0162
Mining,60.7356,1084.4555,71.4701,152.5879,2358.046
Mining,31.2347,389.8749,202.0056,4.9486,5874.1549
Mining,47.4934,16.4939,48.7912,1.1904,3450.0471
Mining,21.5101,385.2031,134.6171,20.8682,2455.8588
Mining,23.1604,190.3125,27.2353,72.2972,471.3456
Mining,36.04,774.6126,253.439,5.3058,6896.0473
Mining,52.9273,1390.9985,145.1624,145.6895,3783.8031
Mining,58.9292,1622.2479,127.1295,126.901,8723.7921
Mining,74.1986,1078.0386,209.5641,185.9133,9415.6918
Mining,47.5062,1813.946,150.7959,185.5812,4372.6055
Mining,85.1081,522.4782,239.6899,68.1846,4148.1206
Mining,12.8845,471.359,184.9362,99.6477,6949.0658
Mining,37.3395,1824.5753,395.1373,135.9631,4977.6846
Mining,96.0383,1813.7839,423.2191,122.474,1424.202
Mining,18.2927,410.997,46.3271,-20.0,2087.8808
Mining,15.3453,1223.4939,260.6376,88.9238,2599.4094
Mining,67.1286,1525.452,27.2735,90.1772,8829.0026
Mining,74.3875,242.6832,467.2026,56.9758,3672.3002
Mining,19.1359,828.1226,147.9185,61.0809,9064.3463
Mining,23.8281,193.9766,312.0167,85.699,2618.7261
Mining,42.8769,709.7477,92.5999,25.3026,9251.3121
Mining,82.3058,369.9041,99.9219,156.9253,3517.0185
Mining,39.392,822.2912,29.718,75.3019,6802.2269
Mining,57.464,1281.1578,264.7991,182.9153,3925.8752
Mining,57.0414,1097.8419,31.0306,30.1283,1929.2982
Mining,83.1072,1861.6775,183.111,98.2089,8231.1076
Mining,90.147,1033.5585,226.9374,74.3635,5130.4873
Mining,62.7588,913.1509,383.6259,88.9748,3076.9237
Mining,79.3722,481.799,285.0167,123.2662,9831.4202
Mining,29.9309,535.4983,203.7382,97.2527,1086.1604
Mining,28.8459,1.0,358.3752,80.0398,1669.2288
Mining,71.3609,1862.6298,239.0203,150.7556,8843.3269
Mining,100.0,1996.7809,139.3053,177.3835,7169.7957
Mining,22.228,237.1583,295.8728,5.5515,9293.7706
Mining,9.9713,832.0705,299.7382,141.7044,6715.7809
Mining,21.9594,93.5516,177.2911,-4.7985,3055.1717
Mining,68.4858,1910.9946,151.8769,22.3715,9096.7151
Mining,93.6177,210.9998,252.8139,59.5887,2592.4329
Mining,31.8134,904.0073,169.3957,-5.189,3649.1167
Mining,26.3805,1290.7453,172.1926,5.7113,6998.9667
Mining,15.4893,763.4527,119.0666,156.1369,2679.4156
Mining,11.1939,839.8808,148.0464,51.4904,636.2049
Mining,72.127,585.2333,204.3211,51.2616,2157.2269
Mining,25.7948,899.451,331.0253,181.6926,381.5672
Mining,94.3445,524.7706,185.3662,167.2644,8403.5822
Mining,85.0552,867.9676,123.8713,109.0974,799.037
Mining,60.0151,1139.8166,500.0,119.1941,9845.5255
Mining,69.9158,486.2218,289.8201,-13.964,9798.1157
Mining,67.8052,31.7808,334.5321,89.4074,0.0
Mining,98.464,1126.7909,470.9251,9.0148,4612.0751
Mining,12.119,128.6978,202.1338,33.6312,7171.7583
Mining,87.63,1219.3292,22.6967,128.3806,15.0143
Mining,65.6927,234.0312,116.034,-17.1729,5289.6959
Mining,54.2923,1407.0776,327.9347,5.6369,2957.8975
Mining,44.1175,1082.8081,398.9802,14.6849,5694.4716
Mining,100.0,1799.6386,389.9384,64.1491,5878.7856
Mining,85.2405,556.5296,303.0995,47.0973,9886.0652
Mining,1.97,1443.5604,135.7653,92.7869,1535.9044
