Application,Units_Produced,Defects_count,Machine_Time_hours,Labour_Hours,Cost_USD
Manufacturing,88922,810,47.18,2827.5241,722545.0804
Manufacturing,91685,790,529.4097,3942.0054,35049.4372
Manufacturing,39835,32,381.1558,9442.322,464283.5369
Manufacturing,39110,656,250.969,4588.2684,850636.4341
Manufacturing,25363,186,350.7113,9572.5753,829468.9952
Manufacturing,50289,32,920.3489,7538.7071,917038.9554
Manufacturing,53420,202,661.0516,4688.9889,843812.7894
Manufacturing,46608,677,907.9843,8431.4061,214878.3026
Manufacturing,66063,294,122.6729,8832.7361,659357.4863
Manufacturing,66287,875,314.4208,3822.4453,956837.7902
Manufacturing,36142,966,493.8413,8209.3591,261942.5408
Manufacturing,45569,532,651.5417,8522.683,360072.0979
Manufacturing,74706,733,458.8469,4569.1527,865467.4198
Manufacturing,43422,24,106.9963,4818.0946,411875.7659
Manufacturing,88696,637,653.5587,2626.0137,580302.6039
Manufacturing,42519,263,920.0583,4628.6821,895789.5024
Manufacturing,23898,925,961.4384,4971.3113,653628.6286
Manufacturing,82648,199,278.8463,6805.8656,767369.9232
Manufacturing,89667,787,841.5183,5776.7934,591670.8078
Manufacturing,54793,674,684.3005,8752.7773,926882.9688
Manufacturing,87401,322,638.814,6169.1482,467244.2222
Manufacturing,63797,976,903.3841,1378.3787,654051.3569
Manufacturing,94492,24,14.7606,2396.1964,504367.7744
Manufacturing,34067,428,975.2589,8660.2829,186738.0514
