Application,CO2_ppm,PM2_5_ug_per_m3,Temperature_C_env,Noise_dB,AQI
Environmental,619.7777,412.9368,-16.6763,67.7827,490.2712
Environmental,511.184,425.2487,-19.4769,87.3229,152.9981
Environmental,400.122,255.7669,49.5938,71.5803,69.7108
Environmental,546.9936,166.9965,-27.0864,105.3474,40.5916
Environmental,740.3815,114.4531,12.5511,21.6451,224.758
Environmental,813.5753,145.0584,-2.7504,104.6907,48.392
Environmental,893.8595,490.0818,45.7742,128.1595,256.2693
Environmental,403.4054,129.5291,-18.1619,120.7421,378.4813
Environmental,388.1032,426.8771,-7.2779,109.1221,400.2466
Environmental,551.6811,15.617,20.3943,55.8365,479.3259
Environmental,845.8902,180.959,-20.8043,65.0475,76.5794
Environmental,467.6767,475.3662,17.6665,101.2136,307.8641
Environmental,675.1076,43.918,38.9805,49.357,309.3061
Environmental,527.5895,266.5905,10.6255,64.7098,347.4368
Environmental,333.309,280.7436,23.8782,61.7294,317.5299
Environmental,600.0202,345.6008,45.6852,139.2614,295.0499
Environmental,459.1928,314.3222,-15.0845,55.5122,309.7183
Environmental,823.771,236.2959,18.8339,45.9549,167.8276
Environmental,930.095,416.5835,45.7204,95.1662,33.8699
Environmental,773.3964,250.3534,41.7923,48.6675,80.8702
Environmental,607.6802,408.5786,4.8143,83.4409,93.8061
Environmental,468.6645,408.5863,10.0687,106.3619,460.9123
Environmental,445.1886,39.9676,0.4897,35.9376,146.2587
Environmental,932.1558,77.2459,2.2796,104.3987,140.4803
Environmental,776.1252,455.3311,42.994,118.964,350.4646
Environmental,875.2214,500.0,26.888,115.6001,446.3025
Environmental,579.0563,5.5946,7.6065,135.7222,383.5858
Environmental,941.4587,254.7612,12.0391,57.7758,94.656
Environmental,468.7847,34.3977,22.9106,37.0674,264.3597
Environmental,409.4778,284.5768,19.7689,136.7607,484.6501
Environmental,319.6978,444.5271,44.4443,42.3407,114.684
Environmental,450.8047,116.8153,14.2495,84.7187,431.6774
Environmental,904.1228,373.9505,-0.936,52.2891,484.8135
Environmental,858.5567,386.1322,-0.5169,70.4532,73.4833
Environmental,695.7032,427.2617,45.3347,28.9157,75.0836
Environmental,968.9126,259.0737,32.3593,36.9694,409.8041
Environmental,846.7536,419.0439,15.3549,120.6556,178.5981
Environmental,450.9681,211.223,-10.3879,101.909,156.0163
Environmental,781.0742,262.7572,-11.9337,87.2759,458.5065
Environmental,640.451,113.1943,19.9189,84.8221,182.4007
Environmental,780.4685,285.7169,43.1863,134.0326,157.8995
Environmental,1000.0,159.1076,35.6893,58.0411,326.722
Environmental,891.5217,320.4533,-13.089,30.6923,402.7168
Environmental,341.8779,238.596,23.6239,66.3648,418.5899
Environmental,944.9117,378.9272,41.1191,99.1857,466.8039
Environmental,525.2686,410.9576,15.0133,28.6633,157.9511
Environmental,840.2856,239.1523,-8.327,87.5516,414.3903
Environmental,571.7327,197.0106,-25.4036,104.2884,311.4359
Environmental,733.4016,187.8576,14.266,135.8009,474.3577
Environmental,920.1713,460.2853,-15.5061,122.1595,340.1751
Environmental,920.5038,51.5579,27.2847,48.1676,417.6668
Environmental,800.9117,135.721,10.63,92.721,289.552
Environmental,564.5309,485.5173,28.5455,98.2443,245.0162
Environmental,413.9158,125.28,4.5368,118.5805,441.9081
Environmental,878.7884,16.4358,-28.6458,68.8665,329.6937
Environmental,390.0083,177.1248,-17.8079,51.8479,421.7467
Environmental,914.8356,475.9466,16.3744,125.1761,467.1197
Environmental,882.01,357.1198,7.5753,85.6059,365.6727
Environmental,300.0,282.8954,-13.5101,115.0301,370.4279
Environmental,963.418,273.4569,38.2262,57.1226,417.9995
Environmental,952.3471,197.7522,26.4897,124.0325,468.302
Environmental,528.6119,294.5027,10.9723,134.6917,15.4337
Environmental,790.1189,487.774,40.6881,129.9288,276.0287
Environmental,340.7525,82.3448,-21.9205,31.0422,199.5667
Environmental,694.512,175.0776,4.8738,132.16,391.3333
