Application,WaterLevel_m,FlowRate_m3s,Turbidity_NTU,DissolvedOxygen_mg_per_L,Temperature_C_water
Hydrology,40.2462,3783.2942,716.5562,3.3534,5.9253
Hydrology,67.1807,950.5567,32.3544,9.2547,6.1803
Hydrology,36.0679,981.6197,73.2588,15.134,3.6783
Hydrology,84.8398,615.7769,873.5515,17.1014,2.0265
Hydrology,11.415,3347.9609,633.3437,17.5838,8.355
Hydrology,69.4878,3873.765,248.1431,8.9313,16.1424
Hydrology,82.2964,1138.3873,824.557,12.6807,19.4267
Hydrology,56.4628,1379.4596,983.1371,16.9404,20.4384
Hydrology,46.9606,4274.0239,915.5532,12.3716,30.0703
Hydrology,93.1998,4011.1134,378.6704,18.1177,27.4553
Hydrology,72.2715,107.1968,412.5195,20.0,34.8716
Hydrology,8.8236,2299.7983,124.9764,10.3098,39.1761
Hydrology,59.0155,2973.6965,906.7803,4.5842,28.3789
Hydrology,29.6474,745.9881,446.0748,10.3531,25.8441
Hydrology,17.5209,301.2597,556.3257,19.2313,26.8981
Hydrology,32.0063,812.1024,789.2011,12.3289,3.8503
Hydrology,36.0546,1591.4599,426.0361,1.5429,35.2547
Hydrology,54.4112,2042.5359,648.5729,14.5342,15.7413
Hydrology,13.5472,2960.9147,256.2102,9.8348,13.1421
Hydrology,39.9368,1839.0578,421.4465,13.3107,40.0
Hydrology,21.4371,3995.0135,208.3218,5.8716,-2.5156
Hydrology,60.3873,816.5023,173.148,15.07,22.184
Hydrology,24.6628,4481.3811,419.1346,9.4015,25.4787
Hydrology,82.2104,2119.7431,233.0103,10.9951,2.4646
Hydrology,60.0333,1660.2988,213.8078,9.0654,30.8344
Hydrology,68.7714,3910.175,248.4487,17.7294,9.0994
Hydrology,91.1885,4906.7054,754.5715,1.4087,-3.308
Hydrology,18.1825,4619.2292,937.7935,14.7257,-3.8997
Hydrology,77.5327,4966.5477,741.4043,15.5899,29.6602
Hydrology,80.9123,3181.0196,932.0374,5.378,37.3185
Hydrology,97.4981,4868.3981,823.7103,2.0851,-3.6075
Hydrology,64.5797,4613.9223,342.5855,10.4714,9.9745
Hydrology,45.3543,132.2294,719.1356,8.7059,27.4079
Hydrology,27.0457,4037.0034,170.7318,9.3755,0.9282
Hydrology,81.6448,4981.1388,421.768,14.6549,3.0067
Hydrology,64.9673,3631.6012,449.8861,7.1184,28.2327
Hydrology,36.9203,2707.9823,646.0434,16.8453,-3.9533
Hydrology,54.2726,556.5577,18.9445,10.6342,-9.1497
Hydrology,83.7109,2615.8274,435.5245,15.7129,0.2237
Hydrology,15.4569,1512.9143,169.6891,3.454,13.3327
Hydrology,34.3202,2838.7824,552.0733,13.727,16.497
Hydrology,5.0539,1236.5172,560.3432,6.1456,22.1614
Hydrology,2.4298,4401.0304,281.8006,11.7409,25.307
Hydrology,60.7846,2480.484,866.8487,16.1519,16.8593
Hydrology,68.7214,4305.6024,598.9065,8.4213,28.9872
Hydrology,77.5827,640.5951,201.8221,14.4788,8.3362
Hydrology,46.4301,4028.14,415.0047,0.6854,4.1035
Hydrology,11.5323,4404.0545,740.6196,15.6754,10.3276
Hydrology,68.7422,1867.5057,373.7107,3.6783,-3.9159
Hydrology,96.3351,1718.5406,817.4822,7.5712,-5.9531
Hydrology,71.8937,2082.319,726.8562,2.6273,-5.9126
Hydrology,47.2608,4286.1513,581.5021,15.7002,26.5796
Hydrology,12.9498,4913.0402,642.1619,9.066,-4.2757
Hydrology,88.5919,3730.8932,250.3946,10.8581,31.972
Hydrology,83.6322,4974.6698,895.6761,3.2507,26.1056
Hydrology,26.5192,4269.069,66.7457,19.3215,25.3042
Hydrology,34.869,181.7921,979.6468,6.6644,-9.642
Hydrology,65.2864,2907.3796,189.1541,13.8087,2.551
Hydrology,42.0945,300.447,56.019,7.1283,27.5891
Hydrology,94.6151,0.0,565.7521,11.9022,18.8548
Hydrology,46.8617,3012.936,809.8955,8.6751,5.9906
Hydrology,90.4783,3831.8128,255.199,19.0745,-9.6733
Hydrology,73.8007,2382.4111,624.2015,14.7496,-8.1298
Hydrology,85.3233,3771.8505,104.8047,13.8849,3.1605
Hydrology,51.2723,3070.0857,170.1337,7.8774,-1.5452
Hydrology,57.1348,337.6933,939.5541,11.5448,37.9228
Hydrology,8.942,1990.208,493.0765,11.5513,21.608
Hydrology,54.1864,2556.8846,9.4836,7.9806,19.7869
Hydrology,4.1208,1616.7967,607.0932,4.4857,1.7586
Hydrology,38.3488,4131.5423,883.3081,4.0833,17.4496
Hydrology,53.3478,356.4786,155.9849,7.1414,-0.4346
Hydrology,59.9006,4722.5585,63.338,18.9464,27.463
Hydrology,35.5764,1492.005,66.7325,15.1246,7.3649
Hydrology,78.6774,474.6406,109.1078,5.8372,28.2699
Hydrology,53.0319,3046.3828,454.8692,6.4304,21.718
Hydrology,13.144,828.0458,175.3784,2.1023,34.6328
Hydrology,45.5811,2858.4804,882.7644,1.7472,34.1116
Hydrology,42.2514,3690.1675,808.8967,19.6229,-3.4343
Hydrology,70.6205,3540.1508,779.7776,7.4268,25.4505
Hydrology,6.5317,4111.8853,255.018,0.7446,0.3486
Hydrology,4.6328,2416.584,69.2901,5.8605,-3.8604
Hydrology,0.1518,3434.2444,702.9731,4.2298,25.4212
Hydrology,49.1399,112.9683,152.6454,17.6749,-2.2621
Hydrology,77.5764,3205.6501,930.9323,10.8287,15.2981
Hydrology,7.7864,437.3387,210.527,5.8769,37.0249
Hydrology,11.6732,3286.1112,204.5002,9.7152,34.8611
Hydrology,8.5807,4262.4031,65.1934,6.823,26.6949
Hydrology,68.175,4297.6879,805.2886,19.8764,5.2182
Hydrology,15.9257,2395.4439,97.7629,19.8349,4.5572
Hydrology,45.12,1838.7747,201.8967,18.4541,3.3997
Hydrology,23.3758,1380.9577,324.2758,13.5782,-7.2582
Hydrology,79.7257,1921.5063,139.3668,17.5281,-7.3128
Hydrology,58.2447,2835.3629,597.4667,8.968,17.0807
Hydrology,62.1677,2988.5912,217.5318,16.7754,21.3765
Hydrology,87.2898,2699.4686,171.9843,6.1262,8.725
Hydrology,97.1979,342.2386,510.9779,14.7789,32.607
Hydrology,43.0446,4211.1941,387.884,14.3832,15.167
Hydrology,56.8336,4964.2888,700.9215,8.1544,-3.7777
Hydrology,16.1025,4636.1442,357.0285,15.4258,8.62
Hydrology,21.2321,1349.9376,148.8308,16.4757,-1.9541
Hydrology,70.0811,2255.6398,710.6382,0.883,28.4718
Hydrology,36.3138,2057.8745,955.5358,2.3081,34.1937
Hydrology,53.015,1406.747,14.1149,9.6715,22.2943
Hydrology,16.4241,3687.1664,425.6701,4.4517,10.2904
Hydrology,9.7673,411.7607,358.5593,12.2475,31.9673
Hydrology,6.849,3677.2921,794.9784,1.9195,-4.4755
Hydrology,1.7895,2692.4075,378.862,17.282,34.5743
Hydrology,13.8695,4616.0813,617.5191,7.027,9.9076
Hydrology,62.5591,2581.5022,805.1852,15.7433,14.8588
Hydrology,96.0651,2793.4723,685.3743,19.8781,39.4625
Hydrology,37.5273,278.3968,926.1146,16.7239,7.916
Hydrology,39.9917,4076.8417,601.392,17.7402,19.0363
Hydrology,21.9934,1548.4792,602.4615,8.3239,8.8184
Hydrology,77.7536,309.8883,103.6899,6.1401,-10.0
Hydrology,24.3561,458.7076,208.1044,5.5173,38.4079
Hydrology,94.7653,896.9592,981.059,6.8569,-5.3529
Hydrology,71.6117,734.9311,280.5278,15.8062,4.4538
Hydrology,80.5763,4134.9457,340.6633,14.5764,27.4677
