Application,GDP_USD_millions,Inflation_pct,Unemployment_pct,Exports_USD_millions,Imports_USD_millions
Economics,10641.0192,10.0835,33.6236,40847.1629,10978.9153
Economics,72298.0163,5.869,12.7758,84317.857,64227.358
Economics,172620.3517,31.8804,22.2132,85242.8145,11972.0099
Economics,147278.7208,50.0,41.6178,76269.3562,8663.4666
Economics,130613.8381,10.0242,44.6863,34280.3065,51721.6831
Economics,185391.9209,49.0759,36.2916,84982.32,46982.4675
Economics,152836.5814,15.7084,4.4986,17884.5675,89143.6826
Economics,43267.7585,38.6585,4.0965,98414.1968,15070.9998
Economics,110944.9095,27.9258,3.671,62843.0481,48302.3013
Economics,13568.7358,-4.8971,4.9328,95800.9801,49592.6735
Economics,12120.789,48.0997,16.6884,12799.1039,66498.1079
Economics,176611.9372,24.9478,5.0173,79689.2894,89726.6814
Economics,46280.6319,13.0991,45.3157,27189.9092,22858.8222
Economics,13255.9808,31.7595,26.6257,73293.4503,3550.2261
Economics,34563.6456,26.3674,2.3746,64115.1277,39987.907
Economics,102220.0998,15.2582,26.3314,37809.3027,88657.0893
Economics,97095.3899,8.1013,25.4358,55112.1735,96700.7265
Economics,10218.7538,-0.2977,22.3644,76091.3026,18206.3176
Economics,123407.2762,44.2055,23.9382,28573.8356,19251.4341
Economics,181770.924,14.3432,16.2625,40337.581,92394.5442
Economics,93713.7638,26.5561,1.8109,14303.8947,81401.5719
Economics,163484.549,29.658,12.9425,64340.4172,76966.7085
Economics,156725.0499,39.7154,27.6267,49663.7413,81544.3806
Economics,161343.158,46.281,31.871,2870.3591,35949.9723
Economics,68635.79,30.1994,41.4299,54007.919,73329.9096
Economics,97446.3253,41.3812,31.4325,73962.2476,15817.2923
Economics,72189.0732,25.3728,1.9546,89023.7466,34340.8182
Economics,39543.5712,-1.522,19.7869,37828.4081,53022.552
Economics,110673.2746,36.1627,11.4444,41536.9692,5861.0991
Economics,103224.8675,23.4901,46.4396,12814.2295,3835.1058
Economics,196716.5742,17.062,29.2035,100000.0,58743.2093
Economics,53844.4369,6.4027,27.099,14550.1011,75030.8517
Economics,156127.7873,20.212,31.2486,19262.0232,56440.6224
Economics,180049.1801,33.4527,22.4718,63203.4818,84378.9201
Economics,177465.8068,27.7261,24.7277,99900.2768,61353.4864
Economics,188269.0331,-1.0503,42.8927,49092.1485,6314.449
Economics,78924.4609,45.6371,14.4082,59331.7674,72688.8427
Economics,89353.4937,4.6502,35.5804,88592.3611,89136.4489
Economics,189246.1376,38.5387,0.0,86851.2838,15480.8609
Economics,48214.3,46.7045,6.4052,16900.217,58824.5445
Economics,156052.2206,21.0182,44.0424,31955.0464,56562.3297
Economics,100737.1588,10.1217,36.2869,18058.3789,81280.2777
Economics,46491.2261,15.5197,41.0457,70304.8211,4853.7803
Economics,31280.5997,8.6165,12.9747,56074.2898,97669.3313
Economics,103151.6839,-0.9873,44.3341,72373.3699,86880.0614
Economics,181797.1728,9.6922,49.0871,68860.9968,49121.0877
Economics,74565.1092,6.0991,4.0778,89446.9098,45106.4934
Economics,54052.268,37.3712,12.1009,5850.312,93642.4753
Economics,135670.4381,7.5111,1.4459,57361.7391,82308.7837
Economics,163564.008,39.0855,21.6668,28839.2034,42837.8656
Economics,94933.1423,18.5483,18.397,0.0,75650.3877
Economics,185462.9483,23.3508,20.3602,30966.9272,87758.3082
Economics,128628.4636,13.0704,32.7111,72442.2202,43216.8981
Economics,128897.4285,46.8055,27.089,81680.4645,9663.5034
Economics,63555.5554,10.9619,11.1315,56597.3672,75681.5228
Economics,23115.2894,47.5764,21.8277,50515.9553,3474.417
Economics,174073.7338,12.8687,36.3077,60214.4512,88784.1567
Economics,67284.61,-2.9586,23.5178,91284.9367,50436.7758
Economics,51968.8857,33.6481,14.7586,93555.6126,66799.0785
Economics,198257.2129,37.6182,12.3146,725.7526,37130.351
Economics,68559.1354,-4.0879,12.8062,3693.5043,63815.7416
Economics,166740.0545,20.8212,19.2466,74857.7311,16479.2106
Economics,100126.2996,38.7933,3.9281,11146.299,76358.6484
Economics,25426.177,33.4014,15.3276,72556.6166,22990.8346
Economics,55244.7284,-4.5141,5.1446,47257.9132,52356.0982
Economics,64673.3963,22.7794,28.4907,38370.6074,57245.8674
Economics,37707.7434,16.8289,47.7625,35990.0834,17082.3686
Economics,112173.3006,10.0276,20.7849,81585.6916,56023.6184
Economics,93042.5596,32.6947,25.6004,46507.3152,10162.9224
Economics,169853.2587,32.0451,30.9109,15067.4723,83325.6233
Economics,154392.6841,-3.2731,6.3899,1479.7813,30320.0723
Economics,92820.5661,1.8382,27.9428,83009.0794,78402.8872
Economics,31437.7357,17.2769,27.2675,32659.2554,63035.4359
Economics,15703.4697,41.1831,37.3162,51706.5807,37920.6576
Economics,37168.0998,-5.0,36.8677,82642.5525,51200.8705
Economics,119593.8417,2.0717,46.6019,32188.1914,69166.2913
Economics,31066.9546,-2.8009,5.3713,31017.0372,53942.205
Economics,147366.1773,17.972,0.6542,74451.6628,67703.8257
Economics,158199.4733,26.4556,24.8436,85211.3923,86674.8811
Economics,143113.0917,11.1043,14.3575,77172.0726,54866.0415
Economics,5446.3321,33.0111,50.0,99018.3986,8979.7943
Economics,169720.4739,26.0845,16.1239,79064.1245,49461.347
Economics,102570.7555,35.6051,37.8204,23307.4761,47562.9651
Economics,200000.0,26.9159,18.6315,78935.6744,2978.4216
Economics,11887.7923,26.3888,10.3646,891.9118,92763.5368
Economics,116440.012,13.4884,9.7296,46448.7832,86538.2876
Economics,40765.0846,19.8764,21.4546,52810.4483,82901.5052
Economics,56462.3765,15.5195,20.3639,100000.0,36368.4677
Economics,25076.7905,3.6251,3.4905,30893.7678,95995.9567
Economics,28967.613,18.5731,20.3757,36466.0574,79094.2288
Economics,86001.5336,45.2167,5.1158,72809.5914,86668.8311
Economics,22874.3619,5.2195,5.1069,83876.5047,68322.1772
Economics,72002.7812,45.593,19.7913,37156.18,8278.7568
Economics,71262.2761,16.7695,26.9346,60356.0159,1546.3153
Economics,191639.9119,5.6444,26.8211,90054.7334,61980.0454
Economics,110161.0077,32.8957,27.4254,23353.5774,2753.3846
Economics,172082.3719,39.7004,47.6479,90221.2703,98793.4292
Economics,163027.4935,46.0284,1.0067,59454.2459,5865.2539
Economics,24026.6366,21.9552,18.7749,7250.4438,71163.8848
Economics,79252.1321,32.6117,21.8337,34976.5405,71696.8064
Economics,46848.2027,16.382,10.3138,62768.6923,54121.9708
Economics,16279.957,21.1614,1.1407,79384.6756,10749.7681
Economics,87039.5258,43.5725,13.6264,14690.8751,93080.7999
Economics,91583.5902,37.7581,23.3432,35622.5491,43995.252
Economics,107714.1647,35.6395,49.8404,35290.6059,100000.0
Economics,45611.0376,2.3767,48.3079,54440.8794,39413.7551
Economics,35200.6113,-2.58,39.717,14512.21,10124.363
Economics,155338.8007,9.7341,8.783,19887.1731,95678.9987
Economics,20905.112,-1.1498,27.0944,22822.8062,13179.1346
Economics,43722.9993,5.6993,23.8764,11695.5888,81970.6153
Economics,116288.8896,9.8801,44.375,33526.6113,35809.1911
Economics,165659.2919,36.7712,45.5096,36404.9924,25342.542
Economics,106927.8489,31.0398,33.6304,61909.968,17876.2995
Economics,168909.6286,48.6375,31.8666,90199.7881,48904.7238
Economics,35493.6148,1.4881,1.0975,79932.3794,17305.6829
Economics,191976.6827,45.6751,30.6181,78966.8336,3978.7562
Economics,151125.7497,26.56,47.6452,100000.0,44110.485
