Application,Speed_kmh,Fuel_Usage_L_per_100km,Distance_km,Load_tonnes,Idle_Time_min
Transportation,9.0407,3.0,1309.8406,47.1288,408.4435
Transportation,56.0831,23.3566,257.1797,44.4842,266.1381
Transportation,108.1126,26.9215,344.2878,9.8965,140.6019
Transportation,57.8806,16.0316,76.6062,0.0279,315.745
Transportation,79.4292,6.9254,287.9692,4.3583,382.3022
Transportation,71.2373,25.3319,1164.009,41.3334,238.3839
Transportation,87.7465,3.4097,404.6719,4.3165,106.3911
Transportation,22.3358,36.6796,542.8079,38.0687,383.4502
Transportation,81.7821,20.516,1021.8479,41.3352,71.0309
Transportation,133.341,36.3172,791.8165,17.5002,386.5467
Transportation,28.6262,33.5245,1660.7572,37.4272,153.9774
Transportation,9.9879,3.0,1141.5796,41.7647,18.5334
Transportation,53.7456,19.1369,289.5715,37.6642,285.3187
Transportation,49.3736,35.1155,788.5187,9.2104,174.1696
Transportation,14.4746,16.5808,539.2985,22.5158,136.0679
Transportation,83.9191,15.1709,477.5939,3.5028,287.5079
Transportation,64.554,26.9053,490.4905,27.2894,203.0104
Transportation,124.5126,28.6125,837.3029,20.9961,174.1954
Transportation,55.8389,25.7252,340.1878,45.4019,459.3307
Transportation,138.5263,16.3589,625.2525,1.0487,27.3439
Transportation,107.6948,6.4253,1378.2083,27.9079,218.9738
Transportation,64.8255,36.6517,1609.8834,36.8756,146.5284
Transportation,78.4369,14.321,0.1,22.6646,180.6457
Transportation,126.0341,32.8951,129.0038,9.8073,266.0425
Transportation,108.7995,16.8177,1757.7867,30.3519,544.417
Transportation,93.8596,21.0974,458.6747,49.3991,384.7372
Transportation,41.6538,17.6924,541.3988,1.9491,130.7854
Transportation,56.3404,4.7574,605.3209,11.0935,332.1727
Transportation,108.1163,16.4562,1769.6395,25.2237,95.5356
Transportation,91.609,38.798,408.5448,29.3743,516.7535
Transportation,132.6796,6.1501,1666.0043,30.6475,251.0894
Transportation,126.9554,22.5182,900.8616,3.1938,579.8656
Transportation,60.6857,38.3653,1535.1183,5.0701,381.2677
Transportation,41.6904,3.9567,1388.1501,47.0137,490.4264
Transportation,19.2695,6.6653,1496.0379,3.7626,120.6213
Transportation,55.5396,36.4369,247.8923,20.2271,529.0275
Transportation,30.6209,30.3442,542.7873,28.6321,127.1284
Transportation,0.0,24.1182,463.1103,14.8645,590.4055
Transportation,16.7569,22.5073,268.7647,15.3257,146.7803
Transportation,60.872,39.4667,1304.8771,16.2044,401.0868
Transportation,126.1563,4.2071,1383.7202,13.8344,333.2892
Transportation,44.7237,12.4898,365.8012,17.9607,273.9475
Transportation,61.7294,15.7479,1550.2412,2.8369,243.9963
Transportation,51.1488,6.9852,526.8563,41.247,244.5927
Transportation,55.4269,16.4586,749.8544,38.9248,170.5315
Transportation,105.6555,16.8133,1976.1065,1.5716,377.4959
Transportation,70.5029,37.562,316.7136,38.3306,598.7443
Transportation,57.3272,18.2767,180.049,41.9709,410.6128
Transportation,135.2265,39.4818,592.7098,45.662,454.3655
Transportation,42.2861,33.3004,1846.5503,31.787,421.8976
Transportation,118.8875,31.4745,319.6446,43.1501,315.2852
Transportation,74.8952,15.8346,1221.7248,37.7654,486.4788
Transportation,58.942,18.9941,1625.8082,1.1769,192.1663
Transportation,6.7605,4.9312,1889.6558,41.6696,167.8847
Transportation,125.7349,18.0857,979.7558,29.8542,233.8302
Transportation,38.0204,35.2426,897.5533,31.0544,351.6109
Transportation,95.0669,31.6627,1711.7457,45.4971,5.1243
Transportation,126.3368,33.5768,357.7238,0.8177,507.3588
Transportation,73.2586,10.2251,939.2309,4.9728,162.5162
Transportation,91.0535,11.1273,1339.2515,27.8015,366.0065
Transportation,53.0444,28.3495,1435.7788,20.2467,45.3698
Transportation,100.1715,26.2063,213.196,20.8829,260.0919
Transportation,88.059,11.1089,1713.1894,14.6954,43.6155
Transportation,59.6053,28.3972,1684.5406,41.2437,7.7767
Transportation,87.6315,16.067,700.7159,3.9932,473.0789
Transportation,34.6189,36.0423,920.5932,24.2119,249.0066
Transportation,93.1868,18.2749,782.5748,22.9776,489.2907
Transportation,94.2998,10.4477,1993.7508,28.1009,202.7321
Transportation,67.3003,10.3052,1169.1547,3.4093,385.3425
