Application,Income_USD,Expense_USD,Savings_USD,Investment_USD,Debt_USD
Finance,160738.5169,12233.9344,36097.358,87315.3651,84312.1761
Finance,108772.7193,84055.197,138491.3927,246810.3906,14939.6035
Finance,27576.4378,60152.9816,12680.515,176977.178,100102.4932
Finance,159784.4225,64244.6267,27317.1665,84430.8196,174714.0275
Finance,136828.9669,89558.5825,98078.3872,330887.2054,57090.6819
Finance,101728.3108,45987.9311,87738.4869,241198.3992,249271.7629
Finance,173194.6316,23362.8911,167198.2832,101128.6823,220744.6054
Finance,134312.9292,45757.9644,188862.7066,136880.0708,177164.0403
Finance,57979.8803,149976.876,186351.1943,358296.6728,224006.035
Finance,8659.5845,147445.3386,23433.6998,170712.3815,92608.5278
Finance,150857.6479,144439.7521,131616.9143,111893.0946,59512.6079
Finance,52132.0059,0.0,114040.4118,482612.6844,251121.2028
Finance,58710.1535,10481.1757,81873.6382,65492.4963,250308.5265
Finance,83089.9796,11430.8682,200000.0,82996.9929,228898.3819
Finance,153103.8725,122248.5231,92088.5544,360197.9928,76015.7311
Finance,183479.3902,145507.1199,142126.7516,205794.2943,95473.5453
Finance,36523.2073,77421.6863,101018.895,383746.1136,121186.7554
Finance,175581.2857,106912.1114,22732.4098,273273.1561,49888.8187
Finance,116838.6268,50077.6169,36883.5455,14129.1829,228550.0859
Finance,175454.8204,114512.9734,153921.9315,330704.552,39374.5306
Finance,163908.2025,97247.3501,162251.5146,398801.6012,62315.322
Finance,79332.7957,125431.2793,63178.5952,262654.7664,18809.039
Finance,136584.554,71746.9376,19197.7759,170231.7443,202779.9666
Finance,190861.1259,33288.6241,186156.6384,9108.329,272550.9729
Finance,137110.4513,78095.5008,92511.8064,444668.8846,147233.2792
Finance,89657.6534,43666.5992,27978.2095,355395.4328,254388.6783
Finance,69800.1374,99826.3374,42027.9952,23518.8445,245455.3767
Finance,20317.3099,21448.2915,4870.7682,438180.3491,232960.1562
Finance,200000.0,49989.0852,135892.3903,36535.8144,55966.8572
Finance,129423.3286,5048.663,131954.3251,347647.8758,111241.1367
Finance,60064.2367,118750.6585,118403.9155,337782.5343,201738.9584
Finance,17475.6735,61667.1473,108003.5883,468404.7629,107414.3444
Finance,156379.7109,117762.3449,70663.7307,80405.2775,213115.5195
Finance,165102.7398,14988.9807,198153.9681,268319.6375,93815.2301
Finance,81759.4223,27855.6857,157233.1775,268548.878,112563.91
Finance,193009.2722,127429.6673,179183.9174,15869.6894,220555.9097
Finance,71100.1234,98611.5196,66250.5492,326826.8617,22778.6481
Finance,160912.2227,0.0,191937.2022,127894.4396,239847.8324
Finance,54394.1938,142618.8027,41102.2241,158110.9431,217113.2523
Finance,67373.3599,146042.317,15189.3234,125251.0023,132304.7255
Finance,124539.7911,95748.1874,62585.7214,29231.5619,127564.5236
Finance,4954.4255,105945.2491,46037.5782,55408.5976,278379.3167
Finance,39078.4364,19626.5739,109316.8717,108704.7575,211460.0835
Finance,37649.2085,115340.0118,68297.6189,278405.7515,191770.0657
Finance,68483.5716,15085.0407,30443.9666,64443.7358,256110.1754
Finance,155350.8648,132286.6095,167105.5523,454913.2691,102165.1509
Finance,178161.93,80572.0287,103673.8898,93204.702,78195.4383
Finance,6667.2741,17768.3668,19805.6888,329703.3894,59462.0634
Finance,46191.2209,12214.9953,13820.8296,64592.54,156694.3371
Finance,5621.2267,65926.8152,74568.8904,393573.1523,300000.0
Finance,173836.8956,667.4953,178946.8542,32817.2784,285765.7628
Finance,37393.777,140852.4289,102804.2592,351873.0783,134474.0281
Finance,160030.6557,25895.931,25717.4472,205883.3483,41165.5191
Finance,6441.441,64101.5763,55334.808,228855.8835,261050.0164
Finance,77932.66,92229.0317,9725.8361,180069.8721,281039.3133
Finance,63220.1683,102524.7028,162103.222,202666.9186,50106.2949
Finance,78571.3367,82504.2604,189464.6243,0.0,260335.9595
Finance,113487.6321,23454.5996,18363.7485,3717.4936,130831.3992
Finance,72028.8596,68059.9854,34122.3547,385454.0708,0.0
Finance,76823.5005,45991.0637,31098.5864,124482.5234,279841.3647
Finance,42410.9299,6383.9036,156652.5815,303258.4156,5666.718
Finance,78899.3136,57490.966,169060.305,318847.7209,12281.2945
Finance,149813.1872,90915.0063,85428.6804,352325.5365,293854.0553
Finance,67082.9319,12227.1057,198054.3328,307718.6724,61736.7935
Finance,170045.1033,26227.3792,47785.2641,342251.998,158456.4608
Finance,30411.2575,12216.6066,105375.1267,290566.2342,288880.7511
Finance,170228.123,1583.6896,195869.7991,458970.1071,279688.1828
Finance,125432.971,138808.4907,166057.0594,308965.7149,59098.8306
Finance,78413.3726,124104.7456,91735.9045,175635.1372,155786.8342
Finance,100.0,37158.7618,26641.4659,172643.0685,13294.5025
Finance,29912.2759,82089.6004,172633.9986,40721.856,25885.5813
Finance,85231.0352,120204.2549,104410.519,496616.7196,272129.8364
Finance,176872.3105,56237.5477,62339.2604,457541.5759,125384.0893
Finance,188348.3159,114204.1016,86530.2012,23532.9686,39260.0218
Finance,190428.9764,131272.4041,58593.8976,431846.8795,183538.9156
Finance,59306.9394,71752.629,112863.0871,70988.9164,59743.3294
Finance,51627.5026,131627.5543,43165.2766,116337.7583,295693.5286
Finance,146742.1447,25999.7021,81689.92,354427.6692,196984.0224
Finance,189646.9289,133204.5308,80618.1258,369154.2609,110796.7112
Finance,27806.3985,124045.5889,118535.4161,260545.6865,114502.6126
Finance,73202.4068,129956.3329,5996.1108,481439.9295,263750.7652
Finance,160967.7618,0.0,121522.9507,234000.5779,273658.6169
Finance,99415.592,104969.3334,119118.8799,119343.184,289428.6717
Finance,167858.2184,58187.1394,83395.0092,19515.9278,133899.2083
Finance,26257.1658,91258.6001,36933.8673,452392.7837,256591.8015
Finance,162230.7606,6283.3832,168079.5662,190046.2371,138086.1017
Finance,72971.6964,35226.4387,76034.287,380318.4849,201347.2561
Finance,140494.4169,52888.5552,63632.0638,394668.7998,157765.0078
Finance,52957.8403,105807.3691,88496.2217,17009.0971,179312.4925
Finance,144065.1446,86359.7624,58151.1803,394831.433,146234.5635
Finance,136506.7698,0.0,166202.2845,132102.168,43505.4302
Finance,81032.4589,44851.6687,113310.3523,419867.5114,27914.628
Finance,191519.938,141310.0618,147296.3465,268843.1997,284799.3258
Finance,1313.1426,20319.5658,155066.1752,312781.0119,150039.3466
Finance,136058.4073,37712.57,163483.1419,44681.1823,271866.7994
Finance,184158.2013,45495.2729,173151.658,175619.3946,203130.1329
Finance,176440.6341,42272.0514,182129.4606,481036.2534,22286.3126
Finance,111825.0345,18492.238,80198.6626,461240.3723,65377.1307
Finance,176499.5612,47840.883,84156.4895,498054.6873,242430.2024
Finance,17924.9164,80634.1854,6662.9893,248785.6791,52730.2612
Finance,109330.2444,104886.7038,187852.8782,403194.5562,2907.0831
Finance,196247.8921,99631.976,117189.5268,233574.9816,28717.3741
Finance,192780.6298,25552.2226,147681.4202,467090.7749,147019.3755
Finance,138747.9153,93063.1531,83635.2013,490239.2319,47649.507
Finance,31895.4093,55857.2551,90548.5658,441429.2902,13723.5098
Finance,28811.7931,122847.9506,111260.5874,318533.6839,228064.0341
Finance,183850.8367,55411.7928,153127.5198,496413.0173,295305.1252
Finance,171837.349,144437.4877,125459.6424,497736.7311,291864.1165
Finance,64250.3738,88303.4156,162418.8675,253174.7922,274723.9144
Finance,190510.6743,64029.1513,39647.7841,148677.95,15945.562
Finance,27879.9148,78493.009,36550.2242,100740.5046,73887.9718
Finance,63996.0527,28462.3563,39047.8631,330051.0391,44446.2873
Finance,125761.8892,98779.1564,0.0,17352.0158,195621.7464
Finance,36780.9153,142356.8099,44112.3184,376716.1618,248601.7942
Finance,200000.0,76062.1136,23536.8645,27193.5247,174462.4819
Finance,45992.7853,144625.8687,91736.2622,142390.193,103172.289
Finance,53486.1182,20326.7807,20066.7846,240236.6603,281106.6128
Finance,95396.1665,91862.6451,79523.0913,60450.5115,152405.9224
Finance,160340.4543,100635.1589,200000.0,16088.4328,49372.7104
Finance,26972.5738,45283.1231,96074.3493,239995.4128,158092.6421
Finance,132315.2986,55221.8663,182608.8839,436137.3296,15797.7107
Finance,18508.4709,142639.2828,141553.6299,189319.4025,29570.3852
Finance,21399.8003,95008.3373,177084.8588,93785.9987,190682.1406
Finance,6854.2297,110824.8867,122450.4311,210618.933,212805.7737
Finance,109877.5531,105639.6984,156786.6597,350705.7277,33296.6122
Finance,87345.7617,92685.736,63890.4035,25981.8498,157147.4553
Finance,58071.8788,8001.3013,79702.4673,3420.0306,232139.1549
Finance,105183.5023,98414.9358,200000.0,217393.7238,261606.9809
Finance,98414.9712,54630.1487,52397.5533,332349.3627,134942.5053
Finance,95907.5663,70206.8003,85718.7147,300991.8663,38913.4687
Finance,35378.3058,134566.4829,134456.3341,331181.5905,18719.9736
Finance,178366.5483,145610.6616,78919.8644,92291.2547,255474.7745
Finance,123443.6092,102259.0128,8242.9659,263939.9109,25467.5198
Finance,20042.7351,39500.6742,160390.4999,199155.2621,243420.8142
Finance,54224.2413,47713.5941,69854.3344,56486.312,152804.9896
Finance,150990.5057,22562.0572,42078.6288,52000.1296,134394.307
Finance,159308.8871,84226.5024,93800.8321,319689.3494,147014.6491
Finance,137685.4411,140563.5313,4516.9403,472170.7926,45350.7373
Finance,161146.956,121485.8422,172565.894,59058.3509,226518.0004
Finance,118416.2387,83563.5952,52139.6482,237525.7837,92197.4897
Finance,63258.3549,140163.5589,177282.5579,120177.3969,187888.675
Finance,76558.7542,129529.8698,140926.4961,144355.06,4262.3586
Finance,111288.9615,56289.2541,108094.548,110439.6997,78705.5553
Finance,53093.4058,82429.2977,152316.2666,280436.7954,6574.1018
Finance,167576.788,42399.658,200000.0,30361.2593,91954.2031
Finance,153258.0974,1725.2226,49658.8484,359716.6035,43176.7438
Finance,196937.5118,68172.4383,73153.2753,308061.7353,16062.7887
Finance,80250.5767,113821.46,108570.9092,205765.5748,247652.1018
Finance,177849.1323,96344.6866,105741.1881,109207.7222,125466.4238
Finance,156151.5493,143217.6467,110753.1057,271266.4633,247697.7459
Finance,176793.9597,101921.1975,107119.2382,467307.9522,264050.1009
Finance,139344.4746,24225.3461,170506.9438,346451.1588,135192.6748
Finance,69006.4473,38864.7276,75610.2943,156556.2874,164975.148
Finance,40575.493,14195.6504,7615.6389,383790.7306,189163.158
Finance,46358.3289,123045.6961,178823.7856,253541.2129,193271.4512
Finance,111832.8317,140069.7792,128952.3861,24740.3399,157929.2014
Finance,178845.1885,36358.9954,37003.6778,314866.4913,180814.2869
Finance,94193.4105,115066.5186,12966.7743,106586.7839,124695.3407
Finance,123651.4448,66221.6326,54940.0028,216676.8428,283101.4349
Finance,139062.3029,56643.762,25059.7993,246788.5381,223576.3398
Finance,168387.8094,141485.736,177657.1121,396426.2456,88981.2383
Finance,126332.9706,54330.7193,53470.2005,289249.9556,111547.5778
Finance,129333.3996,101111.1079,131300.1954,168979.474,128829.4714
Finance,196214.7637,104223.5173,131289.3371,324033.5569,3833.584
Finance,177481.8961,115983.6614,135076.6344,93443.3898,291962.604
