Application,Balance_USD,Deposits_USD,Withdrawals_USD,Interest_pct,Loans_USD
Banking,266062.1547,283584.7595,424524.1124,3.89,617169.3435
Banking,198573.1703,215695.4796,45934.9987,10.5309,993993.2216
Banking,574919.9596,164136.75,194384.5779,0.9302,1650928.383
Banking,603590.2031,277487.6851,131520.0912,12.9638,852638.4507
Banking,428656.3847,440747.0584,440163.0458,5.594,342133.018
Banking,464340.9055,115094.5566,214995.0168,18.9799,249731.9656
Banking,864947.0723,37323.9448,266264.601,15.7468,762625.8554
Banking,177187.8902,182952.0492,345584.2175,3.2502,237605.566
Banking,107527.8125,378122.0286,223958.2165,14.1928,1236390.7924
Banking,70136.1538,489407.0382,186158.9554,16.7995,1138334.6192
Banking,478917.1628,332980.8619,168803.2981,17.917,1455397.8319
Banking,797891.5313,255139.5237,383153.1888,10.9566,1148124.9156
Banking,657376.9424,26114.1619,492655.6586,17.8283,753856.1735
Banking,101087.7129,168599.524,164268.6318,15.1607,1224576.5662
Banking,516723.753,47013.0436,335014.5287,11.3497,1695522.27
Banking,29981.3691,198706.2233,437813.5545,8.3761,43886.7878
Banking,149141.2738,221308.6958,490886.2689,0.1141,156863.3388
Banking,225660.8544,135763.5197,276296.767,12.143,1924499.9419
Banking,452908.0293,38384.5617,74541.2285,5.5562,1534255.1854
Banking,381567.6734,240726.0576,286673.865,4.4217,123197.1774
Banking,710128.7208,485484.0874,328837.9314,3.1113,1881205.1678
Banking,774845.5876,155778.3404,231483.5701,13.9051,1873442.3007
Banking,875286.5898,151993.455,155511.8797,13.639,1404731.6093
Banking,569034.8065,72197.2163,162538.3273,7.4843,1865414.3232
Banking,265989.9045,275996.5491,407974.1338,9.6203,653948.0637
Banking,536308.692,274470.2839,486993.8341,14.7871,828101.6057
Banking,612640.4337,201584.0801,359052.071,3.3944,847507.3379
Banking,190236.4821,458961.6114,215454.6686,4.9851,1790147.9842
Banking,439798.968,44028.996,156375.9326,18.8702,1898773.4524
Banking,298840.3578,472546.7867,72804.5775,19.1665,1235694.1724
Banking,642369.2631,220561.9394,137935.4941,9.61,1837288.7799
Banking,101046.0123,63079.4666,20124.8177,9.7413,1732761.5379
Banking,796301.468,304630.0066,173867.2067,1.1335,902677.7918
Banking,120432.2187,339931.592,94068.6462,13.7569,1419570.5662
Banking,834706.8683,136918.7079,21147.3523,9.1207,362287.9274
Banking,136750.0075,434977.2087,54728.2388,10.9362,301999.3411
Banking,743263.2788,12186.7481,432640.0616,18.6882,1321715.9364
Banking,870068.6605,186103.5236,130988.2365,18.3193,866347.8152
Banking,559762.001,441389.614,242733.1974,18.563,1430303.6356
Banking,926716.1287,351426.0326,129065.3563,2.4133,1574382.7644
Banking,298993.4669,118578.3233,325813.1382,7.389,868995.978
Banking,310804.6289,215499.8435,68355.653,13.3438,1986730.9871
Banking,355226.24,128578.5561,208252.3479,2.4753,1779535.9098
Banking,961103.981,228445.753,104804.4159,19.1276,148268.8385
Banking,82904.3617,412019.5803,279687.2565,11.9204,335637.5614
Banking,23515.5758,43898.5572,34044.4862,11.7005,354120.1299
Banking,21023.6295,132964.8854,299116.4479,2.7268,1024448.8448
Banking,482741.693,12167.7739,366447.8481,0.7938,923689.1545
Banking,199915.4714,500000.0,223460.7477,12.5534,1806215.927
Banking,507385.1236,84645.3971,473245.7977,3.9664,799807.8847
Banking,530012.3453,137899.566,95888.4069,16.4524,926443.8947
Banking,470199.3398,429268.8109,49090.4355,0.4623,1765518.12
Banking,478199.631,257831.2119,40734.8496,3.6047,1045467.5966
Banking,406971.1268,478952.2531,168998.3371,15.7297,1180642.9082
Banking,321966.6531,290531.6698,66238.0899,0.792,208038.5801
Banking,311896.5782,351109.1714,0.0,5.4497,58511.1798
Banking,168025.4908,289439.9684,117633.0522,14.2669,1620402.7509
Banking,390294.7127,372523.7578,111506.2817,13.9661,601324.7857
Banking,543180.2711,135443.7454,69603.6043,4.0446,993787.2407
Banking,962007.7351,188996.3095,187129.4536,15.9751,1651372.1279
Banking,699749.9483,310106.1803,476038.5682,7.8806,827161.6047
Banking,918271.1964,428181.5909,457907.3835,14.278,1839881.2902
Banking,231925.9299,117410.1816,22089.3595,9.6214,1389883.5018
Banking,240940.6976,489057.7678,407537.0968,0.078,124433.6119
Banking,303126.6098,223208.9305,123114.9536,0.0,289734.6074
Banking,975946.6588,59619.2055,260130.3717,19.5342,1670888.4038
Banking,524978.0744,423104.6943,210906.8736,3.8803,2000000.0
Banking,863422.8316,475408.7456,467735.2407,17.1087,366049.4553
Banking,837386.4818,424042.8558,298176.8021,4.4923,1081844.4606
Banking,893202.3195,212379.1189,300685.9134,8.457,831722.8191
Banking,205624.0089,474223.464,439577.5624,19.7545,705834.7194
Banking,533575.5154,161259.5951,79867.3861,3.0117,1458021.4633
Banking,591291.2759,69046.6125,258428.9676,10.8507,25630.1821
Banking,490105.7097,167589.2166,56707.1624,7.1626,1391833.3443
Banking,865061.6217,186596.486,55806.0889,11.3852,307615.2353
Banking,929848.8611,410649.9368,364849.8629,11.0421,761517.2486
Banking,227281.7995,365351.4511,294425.7873,2.3765,793729.8255
Banking,50344.5712,317302.4344,68344.9987,11.4688,668470.7022
Banking,716671.9494,91561.8818,251522.9596,7.4778,1880199.6127
Banking,552684.3085,407910.6417,474451.151,4.9974,1277651.0078
Banking,921141.4618,26738.217,64934.037,2.3885,810993.7455
Banking,718355.3456,114671.269,81081.9578,13.2876,205315.6917
Banking,333587.1935,259852.8331,353653.8259,13.4792,246224.6411
Banking,539671.2307,220738.033,107199.1147,16.4556,1391392.3603
Banking,923685.8625,347184.8339,362041.8994,15.9993,385711.3019
Banking,860512.52,382710.3482,478738.4287,19.6186,1446943.0472
Banking,420206.6459,430876.9428,5185.6667,5.6604,1926036.693
Banking,195551.3289,495452.8291,156577.1137,11.4062,1492910.3519
Banking,109162.8089,279779.0233,280456.0225,11.2803,862156.6136
Banking,150055.8005,277751.198,259764.2425,10.6404,1331386.4979
Banking,451397.4643,267801.8126,289321.2331,7.3082,265354.9454
Banking,756177.7109,459796.8937,329580.6038,3.5381,748866.4407
Banking,181328.7692,386213.2222,386333.8047,11.0578,1056121.8744
Banking,686428.517,259259.9849,134840.7471,2.9155,705967.6831
Banking,331613.3338,341164.835,360849.6583,0.2677,1090829.4637
Banking,655213.4434,132135.2132,35857.5513,13.4492,385347.1438
Banking,501003.5338,102691.8204,349984.3711,9.1957,1643943.8351
Banking,864010.9782,21756.1343,408572.4348,18.9018,798954.191
Banking,921883.2858,195741.145,437569.8529,7.1127,419264.2108
Banking,371590.5087,194779.4686,325862.9645,19.7611,1022485.9511
Banking,362310.7233,390819.4722,175874.0579,0.1597,1243397.7225
Banking,626823.8996,266813.2984,323979.5874,0.6726,985102.8491
Banking,304779.5851,82097.4542,95543.6716,12.6538,165986.9963
Banking,587512.05,33411.7689,343202.6791,12.5612,654837.2499
Banking,419663.435,46272.9398,436888.6422,11.0864,452491.6148
Banking,490611.2499,12921.9793,486509.8236,3.7602,1634162.2487
Banking,790334.9624,28651.9037,92068.0017,1.9722,1879701.2311
Banking,115145.5543,371929.2462,329720.5889,0.1688,1372734.9385
Banking,161950.161,381128.3246,495659.5725,15.607,1850050.8941
Banking,101426.6737,182561.277,292712.709,18.0415,1628271.4588
Banking,634012.0678,18629.0854,478974.4009,16.1375,121080.1803
Banking,825124.7846,70700.8528,209130.644,3.2175,1662349.9708
Banking,905964.1128,239864.7141,397771.8114,15.6459,1350135.8199
Banking,512515.5274,492005.1328,56067.4367,19.2628,507937.6799
Banking,598895.1073,62555.4738,95079.8107,12.1597,604218.635
Banking,699260.2925,98734.6114,74512.4088,7.9771,1600107.4722
Banking,454659.4583,197423.9226,32895.831,1.44,1831261.0096
Banking,624682.7598,305158.3718,209381.1974,6.5349,492398.3123
Banking,366499.9943,202253.6359,424762.3327,12.3029,1574886.5819
Banking,609406.6731,314846.2005,146715.265,8.1399,1483162.0743
Banking,492965.6102,4719.3452,110591.0739,10.3873,1548868.9291
Banking,186316.2601,81748.8092,368593.1382,13.9121,1004763.69
Banking,852827.2697,40313.5698,114297.7433,7.9626,75303.2285
Banking,245695.6486,431336.2433,299753.198,4.0099,260016.9748
Banking,113493.0003,402191.8367,85694.5804,0.4111,821682.5308
Banking,856047.7382,148302.5663,200351.2189,8.5735,1432805.7366
Banking,868811.6158,362307.4906,274150.7705,17.0861,1704841.7592
Banking,56460.2486,409488.019,494678.4093,14.019,1564454.4654
Banking,949427.4804,416822.5412,418042.2388,4.4611,1464786.5366
Banking,72460.7586,222143.505,12640.1288,9.7655,1727092.186
Banking,208112.7616,500000.0,326075.5503,4.3973,1140408.927
Banking,14117.0239,430780.9925,315439.1555,2.475,7264.2764
Banking,21887.0029,332323.4566,281090.7435,15.2682,1200974.0827
Banking,94141.2936,0.0,10749.2659,9.0039,1689042.1119
Banking,899312.0216,387194.5138,131797.8209,1.3071,1024818.6704
Banking,0.0,297247.9475,117866.9211,16.7901,1220423.4834
Banking,749594.8759,466879.8092,19503.2951,18.8284,1651040.3696
Banking,569288.2842,234967.2515,450337.1477,6.5779,1768840.5688
Banking,819777.5033,298002.6056,297191.776,9.9983,1478183.2214
Banking,828238.9283,279851.6897,123040.693,15.1526,624550.6291
Banking,428378.4987,13796.6106,443625.706,0.5527,156347.8353
Banking,138139.8014,114682.565,440335.8595,18.7329,547346.7626
Banking,16641.4263,87870.3179,112536.648,20.0,1973631.9339
Banking,871219.9702,174258.8791,106028.753,10.2136,1048240.7621
Banking,543176.4181,141506.3034,89767.0504,10.5084,1602310.2285
Banking,581476.621,176919.5347,105230.4205,10.7505,538860.06
Banking,731574.2972,32434.8113,375491.5546,16.3275,1697929.1746
Banking,316950.875,70075.0983,112720.3647,10.6898,669171.8121
Banking,973795.9084,256223.188,427203.9996,13.5059,1977443.9516
Banking,561262.3159,251091.7318,495043.8116,13.0426,1200547.2464
Banking,42973.272,49220.1577,36656.5031,10.9533,1799908.2295
Banking,153660.8677,305632.2441,251103.05,18.8063,6050.3933
Banking,306189.9912,466692.0359,0.0,16.5645,732641.8464
Banking,174742.3029,178829.2181,189433.6356,1.6628,705878.5305
Banking,863948.4956,65456.4168,465959.9888,7.8893,1247940.982
