Application,Temperature_C,Humidity_pct,WindSpeed_kmh,Rainfall_mm,Pressure_hPa
Weather,12.3137,80.1378,2.4029,102.0319,1017.9397
Weather,40.6241,10.0993,42.7144,248.4486,1008.3232
Weather,21.3063,39.4898,33.2404,472.4377,1059.3372
Weather,5.3879,31.3716,8.6126,275.9814,977.1304
Weather,-12.3674,61.4535,47.1664,130.2197,965.5151
Weather,-0.9935,31.179,72.0637,7.7934,983.0286
Weather,43.5415,65.4151,111.3209,174.0864,1016.5171
Weather,9.6343,33.1251,119.2782,289.3084,971.0004
Weather,11.9419,86.1483,93.1011,26.4486,1052.36
Weather,11.121,62.6234,62.3866,291.295,998.733
Weather,38.8551,22.5145,86.6286,241.8134,1044.1063
Weather,20.2321,38.426,94.1612,380.3914,980.6929
Weather,25.0205,79.961,59.3277,19.4353,984.7606
Weather,3.3957,39.4469,88.6617,397.1582,955.8468
Weather,-17.8329,57.9895,58.6105,271.7319,974.9596
Weather,40.0531,63.8746,48.4014,181.2196,1001.7273
Weather,42.4146,35.0806,64.7662,484.7779,1054.0854
Weather,42.5355,30.751,84.8372,73.0495,992.8358
Weather,43.0545,43.2137,89.667,284.3365,1020.8766
Weather,31.6112,22.0205,47.2643,153.3972,1001.0884
Weather,27.2786,26.8329,68.3353,275.5285,956.7996
Weather,36.057,10.3034,108.1918,273.6246,1007.1584
Weather,19.964,29.9823,116.3256,60.4766,961.2721
Weather,-8.7746,30.6497,30.5665,332.3972,1046.4228
Weather,5.8424,97.8766,21.6052,318.8516,1031.7145
Weather,44.4779,59.9489,83.236,377.1928,994.3411
Weather,3.0447,80.5301,47.6983,66.9994,1021.4929
Weather,37.5019,8.3586,0.8863,158.5374,962.2255
Weather,-12.4312,9.4833,44.4657,330.1749,1027.1478
Weather,3.0986,84.8918,97.8574,70.761,1040.1222
Weather,0.8464,66.1099,90.5081,332.1918,1040.1698
Weather,-17.1838,17.5612,57.3131,36.2461,981.2644
Weather,-10.7355,39.1363,50.5393,166.7988,978.3577
Weather,-6.7967,53.9617,68.6396,423.9308,1008.5757
Weather,34.3938,83.9616,25.6714,396.0554,1058.0973
Weather,-15.2189,9.4593,61.9875,325.2249,1050.0152
Weather,-2.0192,57.9444,4.2211,435.4107,991.546
Weather,-18.3162,72.1929,58.0585,368.9913,1032.9842
Weather,25.6987,96.2582,46.2442,251.4988,1052.4532
Weather,20.4305,80.9329,82.2662,473.31,979.9202
Weather,21.6913,31.9061,77.9285,339.4681,1041.1483
Weather,4.6353,74.604,46.3531,302.204,979.5948
Weather,-6.8191,77.0848,0.2271,211.3808,987.2474
Weather,26.3998,74.2331,28.7137,443.7651,970.7534
Weather,35.0482,82.9574,75.4378,184.7292,1005.7799
Weather,-13.0534,89.765,8.231,6.4314,1041.5623
Weather,9.6082,13.6761,12.691,99.8881,1010.5927
Weather,-2.8175,13.1155,79.1706,41.8624,958.9528
